Query 	 DocID 	 Rel 	Recall 	 Precision
1	CACM-2319	 N 		0.0		0.0
1	CACM-1410	 R 		0.2		0.5
1	CACM-1605	 R 		0.4		0.6666666666666666
1	CACM-2379	 N 		0.4		0.5
1	CACM-1033	 N 		0.4		0.4
1	CACM-1519	 N 		0.4		0.3333333333333333
1	CACM-1506	 N 		0.4		0.2857142857142857
1	CACM-1161	 N 		0.4		0.25
1	CACM-1698	 N 		0.4		0.2222222222222222
1	CACM-1523	 N 		0.4		0.2
1	CACM-2947	 N 		0.4		0.18181818181818182
1	CACM-1591	 N 		0.4		0.16666666666666666
1	CACM-2054	 N 		0.4		0.15384615384615385
1	CACM-2632	 N 		0.4		0.14285714285714285
1	CACM-1938	 N 		0.4		0.13333333333333333
1	CACM-1749	 N 		0.4		0.125
1	CACM-1544	 N 		0.4		0.11764705882352941
1	CACM-0585	 N 		0.4		0.1111111111111111
1	CACM-2946	 N 		0.4		0.10526315789473684
1	CACM-2380	 N 		0.4		0.1
1	CACM-1393	 N 		0.4		0.09523809523809523
1	CACM-1225	 N 		0.4		0.09090909090909091
1	CACM-2541	 N 		0.4		0.08695652173913043
1	CACM-3069	 N 		0.4		0.08333333333333333
1	CACM-1464	 N 		0.4		0.08
1	CACM-1226	 N 		0.4		0.07692307692307693
1	CACM-2950	 N 		0.4		0.07407407407407407
1	CACM-0698	 N 		0.4		0.07142857142857142
1	CACM-0397	 N 		0.4		0.06896551724137931
1	CACM-2357	 N 		0.4		0.06666666666666667
1	CACM-1685	 N 		0.4		0.06451612903225806
1	CACM-1264	 N 		0.4		0.0625
1	CACM-1827	 N 		0.4		0.06060606060606061
1	CACM-0637	 N 		0.4		0.058823529411764705
1	CACM-1647	 N 		0.4		0.05714285714285714
1	CACM-2764	 N 		0.4		0.05555555555555555
1	CACM-1315	 N 		0.4		0.05405405405405406
1	CACM-3127	 N 		0.4		0.05263157894736842
1	CACM-1854	 N 		0.4		0.05128205128205128
1	CACM-3025	 N 		0.4		0.05
1	CACM-2317	 N 		0.4		0.04878048780487805
1	CACM-1844	 N 		0.4		0.047619047619047616
1	CACM-1805	 N 		0.4		0.046511627906976744
1	CACM-1408	 N 		0.4		0.045454545454545456
1	CACM-1462	 N 		0.4		0.044444444444444446
1	CACM-1680	 N 		0.4		0.043478260869565216
1	CACM-1440	 N 		0.4		0.0425531914893617
1	CACM-1657	 N 		0.4		0.041666666666666664
1	CACM-1750	 N 		0.4		0.04081632653061224
1	CACM-2917	 N 		0.4		0.04
1	CACM-2371	 N 		0.4		0.0392156862745098
1	CACM-3048	 N 		0.4		0.038461538461538464
1	CACM-2629	 N 		0.4		0.03773584905660377
1	CACM-1542	 N 		0.4		0.037037037037037035
1	CACM-1885	 N 		0.4		0.03636363636363636
1	CACM-1046	 N 		0.4		0.03571428571428571
1	CACM-1572	 R 		0.6		0.05263157894736842
1	CACM-2535	 N 		0.6		0.05172413793103448
1	CACM-1179	 N 		0.6		0.05084745762711865
1	CACM-3023	 N 		0.6		0.05
1	CACM-1168	 N 		0.6		0.04918032786885246
1	CACM-1304	 N 		0.6		0.04838709677419355
1	CACM-2621	 N 		0.6		0.047619047619047616
1	CACM-2358	 R 		0.8		0.0625
1	CACM-3065	 N 		0.8		0.06153846153846154
1	CACM-2365	 N 		0.8		0.06060606060606061
1	CACM-2378	 N 		0.8		0.05970149253731343
1	CACM-3068	 N 		0.8		0.058823529411764705
1	CACM-1173	 N 		0.8		0.057971014492753624
1	CACM-1753	 N 		0.8		0.05714285714285714
1	CACM-2424	 N 		0.8		0.056338028169014086
1	CACM-1626	 N 		0.8		0.05555555555555555
1	CACM-2796	 N 		0.8		0.0547945205479452
1	CACM-0699	 N 		0.8		0.05405405405405406
1	CACM-0971	 N 		0.8		0.05333333333333334
1	CACM-2624	 N 		0.8		0.05263157894736842
1	CACM-1247	 N 		0.8		0.05194805194805195
1	CACM-2948	 N 		0.8		0.05128205128205128
1	CACM-2398	 N 		0.8		0.05063291139240506
1	CACM-2740	 N 		0.8		0.05
1	CACM-2003	 N 		0.8		0.04938271604938271
1	CACM-1163	 N 		0.8		0.04878048780487805
1	CACM-1828	 N 		0.8		0.04819277108433735
1	CACM-2390	 N 		0.8		0.047619047619047616
1	CACM-1341	 N 		0.8		0.047058823529411764
1	CACM-2288	 N 		0.8		0.046511627906976744
1	CACM-2080	 N 		0.8		0.04597701149425287
1	CACM-0414	 N 		0.8		0.045454545454545456
1	CACM-1236	 N 		0.8		0.0449438202247191
1	CACM-1526	 N 		0.8		0.044444444444444446
1	CACM-0103	 N 		0.8		0.04395604395604396
1	CACM-2537	 N 		0.8		0.043478260869565216
1	CACM-1923	 N 		0.8		0.043010752688172046
1	CACM-2560	 N 		0.8		0.0425531914893617
1	CACM-2201	 N 		0.8		0.042105263157894736
1	CACM-1697	 N 		0.8		0.041666666666666664
1	CACM-2681	 N 		0.8		0.041237113402061855
1	CACM-1195	 N 		0.8		0.04081632653061224
1	CACM-2951	 N 		0.8		0.04040404040404041
1	CACM-2542	 N 		0.8		0.04

Average precision for query 1 : 0.25635964912280695

2	CACM-3078	 R 		0.3333333333333333		1.0
2	CACM-2434	 R 		0.6666666666666666		1.0
2	CACM-2863	 R 		1.0		1.0
2	CACM-3129	 N 		1.0		0.75
2	CACM-1977	 N 		1.0		0.6
2	CACM-2786	 N 		1.0		0.5
2	CACM-1264	 N 		1.0		0.42857142857142855
2	CACM-3144	 N 		1.0		0.375
2	CACM-1046	 N 		1.0		0.3333333333333333
2	CACM-0497	 N 		1.0		0.3
2	CACM-0616	 N 		1.0		0.2727272727272727
2	CACM-3202	 N 		1.0		0.25
2	CACM-2177	 N 		1.0		0.23076923076923078
2	CACM-2939	 N 		1.0		0.21428571428571427
2	CACM-2534	 N 		1.0		0.2
2	CACM-1652	 N 		1.0		0.1875
2	CACM-1010	 N 		1.0		0.17647058823529413
2	CACM-1931	 N 		1.0		0.16666666666666666
2	CACM-0282	 N 		1.0		0.15789473684210525
2	CACM-1272	 N 		1.0		0.15
2	CACM-1674	 N 		1.0		0.14285714285714285
2	CACM-2572	 N 		1.0		0.13636363636363635
2	CACM-1519	 N 		1.0		0.13043478260869565
2	CACM-1062	 N 		1.0		0.125
2	CACM-1593	 N 		1.0		0.12
2	CACM-2342	 N 		1.0		0.11538461538461539
2	CACM-1012	 N 		1.0		0.1111111111111111
2	CACM-3171	 N 		1.0		0.10714285714285714
2	CACM-1877	 N 		1.0		0.10344827586206896
2	CACM-0531	 N 		1.0		0.1
2	CACM-2971	 N 		1.0		0.0967741935483871
2	CACM-1861	 N 		1.0		0.09375
2	CACM-2439	 N 		1.0		0.09090909090909091
2	CACM-3117	 N 		1.0		0.08823529411764706
2	CACM-1553	 N 		1.0		0.08571428571428572
2	CACM-2039	 N 		1.0		0.08333333333333333
2	CACM-2215	 N 		1.0		0.08108108108108109
2	CACM-1379	 N 		1.0		0.07894736842105263
2	CACM-2047	 N 		1.0		0.07692307692307693
2	CACM-2194	 N 		1.0		0.075
2	CACM-1867	 N 		1.0		0.07317073170731707
2	CACM-1975	 N 		1.0		0.07142857142857142
2	CACM-1364	 N 		1.0		0.06976744186046512
2	CACM-0727	 N 		1.0		0.06818181818181818
2	CACM-2852	 N 		1.0		0.06666666666666667
2	CACM-2980	 N 		1.0		0.06521739130434782
2	CACM-1315	 N 		1.0		0.06382978723404255
2	CACM-2002	 N 		1.0		0.0625
2	CACM-1154	 N 		1.0		0.061224489795918366
2	CACM-1397	 N 		1.0		0.06
2	CACM-0397	 N 		1.0		0.058823529411764705
2	CACM-2352	 N 		1.0		0.057692307692307696
2	CACM-1764	 N 		1.0		0.05660377358490566
2	CACM-1334	 N 		1.0		0.05555555555555555
2	CACM-2451	 N 		1.0		0.05454545454545454
2	CACM-1542	 N 		1.0		0.05357142857142857
2	CACM-1464	 N 		1.0		0.05263157894736842
